,0,1,SAL_CODE
187,Lake Coogee,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50816/download/GCP_SAL50816.xlsx,50816
188,Lakelands,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50828/download/GCP_SAL50828.xlsx,50828
189,Landsdale,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50831/download/GCP_SAL50831.xlsx,50831
190,Langford,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50833/download/GCP_SAL50833.xlsx,50833
191,Lathlain,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50835/download/GCP_SAL50835.xlsx,50835
192,Leda,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50838/download/GCP_SAL50838.xlsx,50838
193,Leederville,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50840/download/GCP_SAL50840.xlsx,50840
194,Leeming,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50842/download/GCP_SAL50842.xlsx,50842
195,Lesmurdie,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50849/download/GCP_SAL50849.xlsx,50849
196,Lexia,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50850/download/GCP_SAL50850.xlsx,50850
197,Lockridge,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50857/download/GCP_SAL50857.xlsx,50857
198,Lynwood,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50871/download/GCP_SAL50871.xlsx,50871
199,Maddington,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50873/download/GCP_SAL50873.xlsx,50873
200,Madeley,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50874/download/GCP_SAL50874.xlsx,50874
201,Madora Bay,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50875/download/GCP_SAL50875.xlsx,50875
202,Mahogany Creek,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50879/download/GCP_SAL50879.xlsx,50879
203,Maida Vale,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50881/download/GCP_SAL50881.xlsx,50881
204,Malaga,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50884/download/GCP_SAL50884.xlsx,50884
205,Mandogalup,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50889/download/GCP_SAL50889.xlsx,50889
206,Mandurah,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50890/download/GCP_SAL50890.xlsx,50890
207,Manning,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50893/download/GCP_SAL50893.xlsx,50893
208,Marangaroo,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50896/download/GCP_SAL50896.xlsx,50896
209,Mardella,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50901/download/GCP_SAL50901.xlsx,50901
210,Mariginiup,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50904/download/GCP_SAL50904.xlsx,50904
211,Marmion,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50905/download/GCP_SAL50905.xlsx,50905
212,Martin,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50911/download/GCP_SAL50911.xlsx,50911
213,Maylands,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50917/download/GCP_SAL50917.xlsx,50917
214,Meadow Springs,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50922/download/GCP_SAL50922.xlsx,50922
215,Medina,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50925/download/GCP_SAL50925.xlsx,50925
216,Melville,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50932/download/GCP_SAL50932.xlsx,50932
217,Menora,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50933/download/GCP_SAL50933.xlsx,50933
218,Merriwa,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50939/download/GCP_SAL50939.xlsx,50939
219,Middle Swan,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50944/download/GCP_SAL50944.xlsx,50944
220,Midland,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50947/download/GCP_SAL50947.xlsx,50947
221,Midvale,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50948/download/GCP_SAL50948.xlsx,50948
222,Millendon,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50953/download/GCP_SAL50953.xlsx,50953
223,Mindarie,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50960/download/GCP_SAL50960.xlsx,50960
224,Mirrabooka,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50970/download/GCP_SAL50970.xlsx,50970
225,Morley,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL50998/download/GCP_SAL50998.xlsx,50998
226,Mosman Park,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51000/download/GCP_SAL51000.xlsx,51000
227,Mount Claremont,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51008/download/GCP_SAL51008.xlsx,51008
228,Mount Hawthorn,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51015/download/GCP_SAL51015.xlsx,51015
229,Mount Helena,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51016/download/GCP_SAL51016.xlsx,51016
230,Mount Lawley,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51021/download/GCP_SAL51021.xlsx,51021
231,Mount Nasura,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51026/download/GCP_SAL51026.xlsx,51026
232,Mount Pleasant,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51030/download/GCP_SAL51030.xlsx,51030
233,Mount Richon,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51031/download/GCP_SAL51031.xlsx,51031
234,Mullaloo,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51047/download/GCP_SAL51047.xlsx,51047
235,Mundaring,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51055/download/GCP_SAL51055.xlsx,51055
236,Mundijong,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51056/download/GCP_SAL51056.xlsx,51056
237,Munster,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51060/download/GCP_SAL51060.xlsx,51060
238,Murdoch,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51064/download/GCP_SAL51064.xlsx,51064
239,Myaree,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51069/download/GCP_SAL51069.xlsx,51069
240,Naval Base,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51096/download/GCP_SAL51096.xlsx,51096
241,Nedlands,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51098/download/GCP_SAL51098.xlsx,51098
242,Neerabup,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51101/download/GCP_SAL51101.xlsx,51101
243,Nollamara,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51122/download/GCP_SAL51122.xlsx,51122
244,Noranda,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51124/download/GCP_SAL51124.xlsx,51124
245,North Beach,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51130/download/GCP_SAL51130.xlsx,51130
246,North Coogee,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51135/download/GCP_SAL51135.xlsx,51135
247,North Fremantle,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51138/download/GCP_SAL51138.xlsx,51138
248,North Lake,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51144/download/GCP_SAL51144.xlsx,51144
249,North Perth,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51147/download/GCP_SAL51147.xlsx,51147
250,Northbridge,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51159/download/GCP_SAL51159.xlsx,51159
251,Nowergup,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51162/download/GCP_SAL51162.xlsx,51162
252,O'Connor,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51172/download/GCP_SAL51172.xlsx,51172
253,Oakford,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51174/download/GCP_SAL51174.xlsx,51174
254,Ocean Reef,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51176/download/GCP_SAL51176.xlsx,51176
255,Oldbury,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51179/download/GCP_SAL51179.xlsx,51179
256,Orange Grove,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51185/download/GCP_SAL51185.xlsx,51185
257,Orelia,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51189/download/GCP_SAL51189.xlsx,51189
258,Osborne Park,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51190/download/GCP_SAL51190.xlsx,51190
259,Padbury,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51192/download/GCP_SAL51192.xlsx,51192
260,Palmyra,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51197/download/GCP_SAL51197.xlsx,51197
261,Parkerville,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51205/download/GCP_SAL51205.xlsx,51205
262,Parklands,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51208/download/GCP_SAL51208.xlsx,51208
263,Parkwood,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51209/download/GCP_SAL51209.xlsx,51209
264,Parmelia,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51210/download/GCP_SAL51210.xlsx,51210
265,Paulls Valley,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51213/download/GCP_SAL51213.xlsx,51213
266,Pearsall,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51219/download/GCP_SAL51219.xlsx,51219
267,Peppermint Grove,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51225/download/GCP_SAL51225.xlsx,51225
268,Peron,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51229/download/GCP_SAL51229.xlsx,51229
269,Perth,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51230/download/GCP_SAL51230.xlsx,51230
270,Piara Waters,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51234/download/GCP_SAL51234.xlsx,51234
271,Pickering Brook,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51237/download/GCP_SAL51237.xlsx,51237
272,Piesse Brook,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51240/download/GCP_SAL51240.xlsx,51240
273,Pinjar,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51246/download/GCP_SAL51246.xlsx,51246
274,Port Kennedy,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51260/download/GCP_SAL51260.xlsx,51260
275,Queens Park,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51271/download/GCP_SAL51271.xlsx,51271
276,Quinns Rocks,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51278/download/GCP_SAL51278.xlsx,51278
277,Red Hill,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51285/download/GCP_SAL51285.xlsx,51285
278,Redcliffe,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51287/download/GCP_SAL51287.xlsx,51287
279,Ridgewood,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51296/download/GCP_SAL51296.xlsx,51296
280,Riverton,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51298/download/GCP_SAL51298.xlsx,51298
281,Rivervale,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51299/download/GCP_SAL51299.xlsx,51299
282,Rockingham,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51301/download/GCP_SAL51301.xlsx,51301
283,Roleystone,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51308/download/GCP_SAL51308.xlsx,51308
284,Rossmoyne,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51312/download/GCP_SAL51312.xlsx,51312
285,Rottnest Island,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51314/download/GCP_SAL51314.xlsx,51314
286,Safety Bay,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51319/download/GCP_SAL51319.xlsx,51319
287,Salter Point,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51321/download/GCP_SAL51321.xlsx,51321
288,Samson,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51322/download/GCP_SAL51322.xlsx,51322
289,San Remo,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51323/download/GCP_SAL51323.xlsx,51323
290,Sawyers Valley,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51328/download/GCP_SAL51328.xlsx,51328
291,Scarborough,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51330/download/GCP_SAL51330.xlsx,51330
292,Secret Harbour,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51337/download/GCP_SAL51337.xlsx,51337
293,Serpentine,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51339/download/GCP_SAL51339.xlsx,51339
294,Seville Grove,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51340/download/GCP_SAL51340.xlsx,51340
295,Shelley,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51345/download/GCP_SAL51345.xlsx,51345
296,Shenton Park,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51346/download/GCP_SAL51346.xlsx,51346
297,Shoalwater,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51348/download/GCP_SAL51348.xlsx,51348
298,Silver Sands,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51351/download/GCP_SAL51351.xlsx,51351
299,Sinagra,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51352/download/GCP_SAL51352.xlsx,51352
300,Singleton,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51354/download/GCP_SAL51354.xlsx,51354
301,Sorrento,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51360/download/GCP_SAL51360.xlsx,51360
302,South Fremantle,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51368/download/GCP_SAL51368.xlsx,51368
303,South Guildford,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51371/download/GCP_SAL51371.xlsx,51371
304,South Lake,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51377/download/GCP_SAL51377.xlsx,51377
305,South Perth,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51381/download/GCP_SAL51381.xlsx,51381
306,Southern River,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51394/download/GCP_SAL51394.xlsx,51394
307,Spearwood,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51396/download/GCP_SAL51396.xlsx,51396
308,St James,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51402/download/GCP_SAL51402.xlsx,51402
309,Stirling,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51405/download/GCP_SAL51405.xlsx,51405
310,Stoneville,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51408/download/GCP_SAL51408.xlsx,51408
311,Stratton,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51413/download/GCP_SAL51413.xlsx,51413
312,Subiaco,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51416/download/GCP_SAL51416.xlsx,51416
313,Success,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51417/download/GCP_SAL51417.xlsx,51417
314,Swan View,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51420/download/GCP_SAL51420.xlsx,51420
315,Swanbourne,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51421/download/GCP_SAL51421.xlsx,51421
316,Tapping,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51435/download/GCP_SAL51435.xlsx,51435
317,The Lakes,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51443/download/GCP_SAL51443.xlsx,51443
318,The Vines,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51446/download/GCP_SAL51446.xlsx,51446
319,Thornlie,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51448/download/GCP_SAL51448.xlsx,51448
320,Treeby,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51467/download/GCP_SAL51467.xlsx,51467
321,Trigg,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51470/download/GCP_SAL51470.xlsx,51470
322,Tuart Hill,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51472/download/GCP_SAL51472.xlsx,51472
323,Two Rocks,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51475/download/GCP_SAL51475.xlsx,51475
324,Upper Swan,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51482/download/GCP_SAL51482.xlsx,51482
325,Victoria Park,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51490/download/GCP_SAL51490.xlsx,51490
326,Viveash,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51494/download/GCP_SAL51494.xlsx,51494
327,Waikiki,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51502/download/GCP_SAL51502.xlsx,51502
328,Walliston,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51508/download/GCP_SAL51508.xlsx,51508
329,Wandi,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51519/download/GCP_SAL51519.xlsx,51519
330,Wangara,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51523/download/GCP_SAL51523.xlsx,51523
331,Wannanup,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51525/download/GCP_SAL51525.xlsx,51525
332,Wanneroo,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51526/download/GCP_SAL51526.xlsx,51526
333,Warnbro,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51534/download/GCP_SAL51534.xlsx,51534
334,Warwick,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51541/download/GCP_SAL51541.xlsx,51541
335,Waterford,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51544/download/GCP_SAL51544.xlsx,51544
336,Watermans Bay,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51546/download/GCP_SAL51546.xlsx,51546
337,Wattle Grove,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51549/download/GCP_SAL51549.xlsx,51549
338,Wattleup,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51550/download/GCP_SAL51550.xlsx,51550
339,Wellard,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51558/download/GCP_SAL51558.xlsx,51558
340,Welshpool,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51563/download/GCP_SAL51563.xlsx,51563
341,Wembley,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51564/download/GCP_SAL51564.xlsx,51564
342,Wembley Downs,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51565/download/GCP_SAL51565.xlsx,51565
343,West Leederville,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51578/download/GCP_SAL51578.xlsx,51578
344,West Perth,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51580/download/GCP_SAL51580.xlsx,51580
345,West Swan,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51585/download/GCP_SAL51585.xlsx,51585
346,Westminster,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51588/download/GCP_SAL51588.xlsx,51588
347,Whitby,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51592/download/GCP_SAL51592.xlsx,51592
348,White Gum Valley,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51593/download/GCP_SAL51593.xlsx,51593
349,Whiteman,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51595/download/GCP_SAL51595.xlsx,51595
350,Willagee,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51610/download/GCP_SAL51610.xlsx,51610
351,Willetton,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51612/download/GCP_SAL51612.xlsx,51612
352,Wilson,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51617/download/GCP_SAL51617.xlsx,51617
353,Winthrop,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51623/download/GCP_SAL51623.xlsx,51623
354,Woodbridge,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51637/download/GCP_SAL51637.xlsx,51637
355,Woodlands,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51638/download/GCP_SAL51638.xlsx,51638
356,Woodvale,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51641/download/GCP_SAL51641.xlsx,51641
357,Wooroloo,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51646/download/GCP_SAL51646.xlsx,51646
358,Wungong,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51652/download/GCP_SAL51652.xlsx,51652
359,Yanchep,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51667/download/GCP_SAL51667.xlsx,51667
360,Yangebup,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51670/download/GCP_SAL51670.xlsx,51670
361,Yokine,https://www.abs.gov.au/census/find-census-data/community-profiles/2021/SAL51688/download/GCP_SAL51688.xlsx,51688
362,Ashendon,No information can be provided because the area selected had no people or a very low population in the 2021 Census.,ensus
363,Clifton,No information can be provided because the area selected had no people or a very low population in the 2021 Census.,ensus
364,Gorrie,No information can be provided because the area selected had no people or a very low population in the 2021 Census.,ensus
365,Herdsman,No information can be provided because the area selected had no people or a very low population in the 2021 Census.,ensus
366,Keralup,No information can be provided because the area selected had no people or a very low population in the 2021 Census.,ensus
367,Melaleuca,No information can be provided because the area selected had no people or a very low population in the 2021 Census.,ensus
368,Perth Airport,No information can be provided because the area selected had no people or a very low population in the 2021 Census.,ensus
369,Postans,No information can be provided because the area selected had no people or a very low population in the 2021 Census.,ensus
370,Reservoir,No information can be provided because the area selected had no people or a very low population in the 2021 Census.,ensus
371,Tamala Park,No information can be provided because the area selected had no people or a very low population in the 2021 Census.,ensus
372,The Spectacles,No information can be provided because the area selected had no people or a very low population in the 2021 Census.,ensus
